N,P,K,temperature,humidity,ph,rainfall,label
82.0,40.0,45.0,26.25283877150973,81.78914515447543,6.74049809685101,180.07229171443873,jute
69.0,57.0,35.0,24.26794605903491,78.58578596096305,6.117355379149087,186.13272937576346,jute
81.0,36.0,38.0,23.885920519555818,87.779595301308,6.506870012332563,150.25102649826312,jute
67.0,60.0,38.0,24.64311601792338,78.58103536922634,7.139185617642437,162.2212053911024,jute
72.0,51.0,40.0,23.30375234902956,73.9506189177133,7.559161606820688,199.44808880321736,jute
65.0,39.0,45.0,23.536648833028345,70.92931904810415,6.680467080601079,184.4149521211839,jute
78.0,50.0,43.0,25.268266031774207,85.79265043275116,6.413253127017603,159.60382917149315,jute
77.0,52.0,41.0,23.888655476456805,83.44306107157226,6.267001966991295,167.72486821353397,jute
89.0,52.0,42.0,23.13361684139151,81.43040453594482,6.297132120081415,196.71287159660784,jute
62.0,49.0,37.0,24.214305332497958,82.90965694442623,7.497311531941743,166.28001210447806,jute
90.0,48.0,45.0,24.045795127799177,71.35214946301004,6.480559671112014,153.6824075526904,jute
66.0,47.0,36.0,24.725459120207617,74.45539637811605,6.530280498348131,175.51101857320222,jute
80.0,52.0,39.0,26.45023194110598,76.83014299795107,7.117201729155555,197.1398786996403,jute
89.0,52.0,45.0,24.819247429185754,77.0364442992064,7.217769294836513,196.42761843604393,jute
77.0,51.0,44.0,23.282706983759745,82.67274227421639,7.232312564878212,166.19469518463507,jute
94.0,37.0,41.0,24.766681882246022,87.07162390591573,6.504945010469413,179.15296488778537,jute
75.0,41.0,35.0,24.943602450516394,78.48205947137606,6.832863340384533,166.7146343697952,jute
60.0,55.0,36.0,26.277307464565894,80.30171384184075,7.094235054280398,150.5159619320409,jute
62.0,56.0,35.0,26.032079321016635,81.68864463983735,6.351074583815721,163.47175379685652,jute
84.0,40.0,42.0,26.426765789680175,73.35677128204561,6.685252336551693,186.61416925832378,jute
100.0,56.0,40.0,26.259139219265354,83.3556062053481,7.564333509755427,176.07229709474453,jute
75.0,56.0,44.0,25.081473249804965,73.73697387697206,6.19689535705405,168.04918987940613,jute
78.0,46.0,42.0,23.050986702545703,78.25823236188309,7.032175298019234,155.30572046350161,jute
82.0,48.0,36.0,25.826444451539185,81.6267881496969,6.357777666584104,193.25403277051876,jute
100.0,58.0,41.0,23.21369354234005,87.76462099640932,6.654260110524097,160.74406738600487,jute
88.0,50.0,40.0,25.471074029915126,79.90274386327896,7.175874553668685,182.2347958568772,jute
67.0,41.0,40.0,25.93346713649789,87.92426162587805,7.3828274958765165,152.6305407767957,jute
72.0,42.0,43.0,26.626264705606914,80.82159325336414,6.567411505778204,181.12174335681567,jute
89.0,40.0,43.0,26.320390163539486,73.04853979888256,7.2290319950446875,190.04629460542668,jute
89.0,57.0,43.0,26.874017459577644,73.37562826713186,6.982553385499907,177.09301564162422,jute
61.0,41.0,44.0,24.453997576387625,81.98894059071363,6.52110341954976,159.8671024051185,jute
79.0,45.0,43.0,25.73455147581811,79.09895650489467,7.348740513332964,187.25074396587172,jute
84.0,40.0,43.0,24.927337319249272,87.97172929747171,7.178707824096437,169.36096193555886,jute
98.0,43.0,35.0,25.312057062681017,76.56922308820569,7.226305897595788,188.672773227476,jute
75.0,36.0,44.0,23.324827865677552,74.22229908226976,6.575151014910098,153.71408698784703,jute
89.0,58.0,35.0,24.06071683276538,82.05187351673172,6.220949290833642,167.00105857669976,jute
91.0,41.0,37.0,24.36163775730781,83.16572930216739,6.186579041606085,192.18440660399514,jute
77.0,48.0,36.0,25.788613195017675,84.11355001742979,7.351709862006926,154.53889388573762,jute
66.0,58.0,35.0,23.482459227965357,79.57133175939123,7.387231436757392,185.32798491993077,jute
62.0,59.0,41.0,24.076442549445282,74.71488336863936,7.1552609974789565,192.57855335875345,jute
82.0,35.0,35.0,25.338183754237324,87.01986592691311,7.363484147507796,176.5063233349145,jute
61.0,41.0,35.0,24.925637910088394,79.42031216134019,6.868188585516658,195.65735505407355,jute
99.0,57.0,38.0,24.738592779161028,81.85041206400064,6.39433465942251,156.2673484083287,jute
70.0,42.0,43.0,23.273692695502206,76.75380844854105,6.643565373120238,157.00939593777883,jute
90.0,59.0,35.0,24.339447406535967,89.9789419748482,6.988008284754289,175.1141680272489,jute
73.0,43.0,42.0,26.585288474267504,77.85070706017123,6.310872498643136,154.7434677610756,jute
67.0,46.0,44.0,27.03784673103565,78.0281800428615,7.158366352517717,153.9356383979789,jute
84.0,37.0,42.0,25.494827892491053,81.34572067170905,6.6372756201511285,169.86886617636154,jute
72.0,41.0,36.0,24.312742457552865,80.50165542542929,6.270367637287896,176.81114686051774,jute
71.0,56.0,37.0,23.25265390269257,86.04029193807091,6.554177023280948,176.18869336299687,jute
64.0,53.0,38.0,26.325519234259627,78.5271155138141,6.830586726210168,183.42599109054288,jute
65.0,54.0,39.0,23.516319555036347,71.10555508515654,7.102632403050469,160.0697681222364,jute
60.0,58.0,37.0,26.050908470000056,79.16887648313606,6.039787085074457,171.58488013076538,jute
86.0,39.0,43.0,26.180164702864996,71.22973775473614,6.30427269060469,193.2503296896908,jute
90.0,50.0,44.0,26.878841278176704,73.46869393586341,6.276491834813701,171.4623146626494,jute
91.0,38.0,36.0,26.582910151397087,77.07447151419088,7.348137711986286,157.98037250714486,jute
87.0,48.0,38.0,23.946360758416912,80.81220186175725,7.139609842037284,190.3223186973175,jute
72.0,41.0,36.0,26.601254770749886,86.8277816303575,6.063166328960933,153.1200374384053,jute
71.0,54.0,35.0,26.725199110270314,70.98135644709238,7.3319004386659685,199.33935379291418,jute
82.0,46.0,41.0,23.442596348399405,79.74958593221099,6.667827106790125,187.29915516124962,jute
71.0,52.0,43.0,26.52076852184498,74.04923700906829,6.734085204101932,180.3606472636559,jute
80.0,43.0,43.0,23.767216375840896,74.29800247942728,5.91094561244193,172.72097641051064,jute
77.0,55.0,43.0,25.59964578547205,75.88910347492998,6.82330763641233,193.5886735193869,jute
95.0,57.0,41.0,23.36888826861306,73.72251465643609,6.418848415324678,184.71064602788346,jute
63.0,47.0,35.0,27.11696207967264,89.03889982826696,7.478589119037746,194.04171005567773,jute
93.0,43.0,38.0,23.684449960919103,86.04801607597616,7.066738353594887,150.29358707356513,jute
87.0,44.0,43.0,23.86532670403679,86.83243806063254,6.801186793746404,177.58444987303633,jute
88.0,52.0,39.0,24.0955240183406,88.05869709714335,6.737720852449882,154.56255244245614,jute
90.0,39.0,37.0,24.90647823870922,81.61807815298549,7.0913543753924415,190.815258299241,jute
90.0,39.0,43.0,24.410524229195847,82.07805810118288,6.729735233778784,191.15222312742245,jute
84.0,38.0,43.0,26.607216412975053,73.72559947001258,7.1794903212253605,159.28487491894384,jute
89.0,47.0,38.0,25.66023671306597,72.21366768540537,6.079393224088287,151.85352791116105,jute
60.0,37.0,39.0,26.657010272624866,82.79163465993749,6.101915760546221,161.357153538379,jute
63.0,41.0,45.0,25.42129306857184,87.0780832537355,6.9492685778866985,196.52276430338645,jute
86.0,40.0,39.0,25.758573953651634,88.10345366555391,6.214849508633561,175.44977452528278,jute
96.0,41.0,40.0,23.51821948628494,72.10116649463629,6.208504612852179,190.31616956450424,jute
100.0,35.0,36.0,25.130997400182174,71.84116587746257,6.449324747715374,190.54097082704055,jute
63.0,37.0,43.0,23.506521476980506,85.08173944450202,6.747863054562948,185.77375304250356,jute
70.0,43.0,40.0,24.427050187978164,88.69444895463387,6.267322592395837,169.29136852808682,jute
67.0,55.0,44.0,26.362305805400194,75.3053265678704,7.227992375094611,182.2211546316603,jute
74.0,40.0,40.0,24.996483108599936,82.94463053977786,6.598354631290756,169.37695307176205,jute
89.0,53.0,44.0,24.917755634829867,72.09998416068495,7.362155688713173,150.3786576978722,jute
74.0,46.0,45.0,25.85340890618293,88.1768255776707,5.9061152900557055,189.4320308295036,jute
89.0,41.0,38.0,23.12700428333919,74.31938786548369,6.224479370703433,199.77461818073823,jute
60.0,55.0,40.0,25.013004159832526,88.99598051407685,7.008087229444716,151.50466785833993,jute
67.0,43.0,38.0,25.08336358150042,70.6907414107404,7.216485358567573,195.9067103025178,jute
70.0,38.0,35.0,24.423102518216428,79.3711112568215,6.718127852645386,164.2477120387476,jute
74.0,49.0,38.0,23.321097140351387,71.43622705113133,7.540782319442027,164.47452569749902,jute
90.0,40.0,39.0,25.69061913465209,82.05576058617689,6.733217236825389,191.92937034820113,jute
82.0,35.0,44.0,26.886003494853163,78.3491251753175,6.217620455507999,169.7606218406162,jute
73.0,45.0,37.0,23.685010055077505,74.51386683741504,6.631314326181665,181.35701361402582,jute
85.0,53.0,38.0,24.77728218682202,74.00061592147229,6.67818315897491,153.96217481944657,jute
81.0,56.0,36.0,23.40450289731235,72.67638766276572,7.319606110105629,174.86044266902218,jute
84.0,55.0,38.0,27.12637921679877,79.74203460172872,7.148655932474304,173.2368507377907,jute
80.0,45.0,42.0,23.15535803323124,74.96315474754824,7.375586328897946,152.02280405792655,jute
76.0,54.0,45.0,24.351704580368153,77.71156861056052,6.25643700594124,185.21610185108761,jute
76.0,56.0,39.0,24.208310869298177,89.91936647695118,6.455968801288389,197.19202350796584,jute
81.0,40.0,45.0,25.782069771189533,80.79930912426599,6.381816912051819,174.37185706227825,jute
76.0,44.0,45.0,25.498014494919314,84.59438424836348,6.652801702509994,168.7627226544477,jute
69.0,47.0,40.0,25.33677271301921,76.23756346273207,6.074188755398171,183.76393067840016,jute
82.0,40.0,45.0,26.247150261005334,81.70787127974805,6.664348856895918,180.2152700201029,jute
69.0,57.0,35.0,24.502350614165117,78.68994088186294,6.1701113407668196,186.19928648083518,jute
81.0,36.0,38.0,23.677301501293773,88.07982274412596,6.341609160349859,150.36574896350734,jute
67.0,60.0,38.0,24.799618626460187,78.39449288792729,7.157851036047105,162.3494706135452,jute
72.0,51.0,40.0,23.191089975928083,74.17238871704605,7.496386145027946,199.58970862824643,jute
65.0,39.0,45.0,23.492910268181443,70.9792026966457,6.8056073898358,184.34748245761267,jute
78.0,50.0,43.0,25.172109840334226,85.72588929323427,6.479369298378472,159.51463805687203,jute
77.0,52.0,41.0,23.964732827957096,83.39294444313946,6.070340416662835,167.68119710693324,jute
89.0,52.0,42.0,22.863544850386994,81.38121848628656,6.223157654714706,196.5077473214108,jute
62.0,49.0,37.0,24.12023710694017,82.83342388521363,7.451092817160888,165.9977922373971,jute
90.0,48.0,45.0,24.11513927358715,71.10593039643113,6.380335792871385,153.50945118620163,jute
66.0,47.0,36.0,24.90310941039459,74.3173508639534,6.455910575210275,175.6423065266452,jute
80.0,52.0,39.0,26.51623927018304,76.87586599575921,7.174376799602326,197.32591143122852,jute
89.0,52.0,45.0,24.962785872767995,76.96059879171716,7.2250362771659455,196.46761310762398,jute
77.0,51.0,44.0,23.304251769259558,82.80991286043391,7.138186138985722,166.18525754427552,jute
94.0,37.0,41.0,24.808180716443164,86.94347062391633,6.511128105354622,179.0635623850881,jute
75.0,41.0,35.0,24.925379182170605,78.70583339027486,6.803927951085306,166.6868825961606,jute
60.0,55.0,36.0,25.88392956307071,80.69186930527893,7.2771962442522184,150.73398834842843,jute
62.0,56.0,35.0,26.06108333161646,81.88709366377073,6.240596809163277,163.32342532145344,jute
84.0,40.0,42.0,26.31252526728326,73.35624522957438,6.764651415108402,186.71484025521153,jute
100.0,56.0,40.0,26.30527925429306,83.29003741272687,7.375867607006542,176.12506945288735,jute
75.0,56.0,44.0,25.24350934859013,73.68782711579303,6.069225565294526,168.05314923732664,jute
78.0,46.0,42.0,23.187352198930583,78.61553783650204,7.04034678228113,155.5772809214337,jute
82.0,48.0,36.0,25.542739583352734,81.86958222153498,6.228563197984962,193.16404823233165,jute
100.0,58.0,41.0,23.385967742298675,87.93335053761457,6.747571270137794,160.55386035571652,jute
88.0,50.0,40.0,25.58831129028703,79.80600608352654,6.893681229206482,182.26042362847517,jute
67.0,41.0,40.0,25.531685726556184,87.7372433366138,7.192232070544859,152.54150489743392,jute
72.0,42.0,43.0,26.546422747367696,80.7633977462716,6.43942369439068,181.4205412054825,jute
89.0,40.0,43.0,26.071568210678933,72.96847726039393,7.034246751654938,189.9016936494471,jute
89.0,57.0,43.0,26.91641797216663,72.98572694030689,6.99862799604327,177.29764887972448,jute
61.0,41.0,44.0,24.312655139791694,82.26798383571821,6.655609119873675,160.01516253542616,jute
79.0,45.0,43.0,25.745145173291547,79.22128867354192,7.174947629779455,187.23350916183622,jute
84.0,40.0,43.0,24.97747016729318,88.23187987551772,7.240452157987531,169.32698031939177,jute
98.0,43.0,35.0,25.415710466906944,76.46646674555792,7.2382216484199375,188.49772737726786,jute
75.0,36.0,44.0,23.158384053812185,74.34263925561173,6.613628071812495,153.95065970293436,jute
89.0,58.0,35.0,23.97355785226459,82.045331931058,6.062482389634755,166.94983606917773,jute
91.0,41.0,37.0,24.446937113420194,83.26715525374937,6.285822815070497,192.07315887419298,jute
77.0,48.0,36.0,25.797088472899052,84.08695939354516,7.291011519882003,154.6676280203008,jute
66.0,58.0,35.0,23.47935604414833,79.48134726355897,7.23162344596442,185.17765275018087,jute
62.0,59.0,41.0,23.95959462628568,75.06152482215136,7.06485947073273,192.45061205992178,jute
82.0,35.0,35.0,25.45593702340415,87.06817560795727,7.35537889935017,176.47477645795936,jute
61.0,41.0,35.0,25.059544951037658,79.4284882478592,6.761089342001379,195.61722034776778,jute
99.0,57.0,38.0,24.85121338884083,82.09349194866579,6.544405180003092,156.40603246835042,jute
70.0,42.0,43.0,23.11734474007971,76.7682225928043,6.489827877164529,157.14305480640002,jute
90.0,59.0,35.0,24.39737908970847,89.69798332504149,7.104921020038149,175.1070501229299,jute
73.0,43.0,42.0,26.317197212316117,77.86917036108521,6.315821319781019,154.83739921783055,jute
67.0,46.0,44.0,26.934919869645935,78.17073233833104,7.007702431051859,153.83861133661125,jute
84.0,37.0,42.0,25.50302662023873,81.28143837450713,6.640762958827345,169.9768916519542,jute
72.0,41.0,36.0,24.162145006431007,80.46980836537665,6.233021541765108,176.74840420576442,jute
71.0,56.0,37.0,23.23532465533063,86.30144804737833,6.503788444160545,176.05745199055931,jute
64.0,53.0,38.0,26.186635453975924,78.72907502981764,7.0209086933279865,183.51436013477823,jute
65.0,54.0,39.0,23.672264381521703,70.88840513735246,7.159824900425038,160.07868875246,jute
60.0,58.0,37.0,26.076763801852138,79.13125080460955,5.951270021183107,171.44722115523209,jute
86.0,39.0,43.0,26.21854168413934,71.1242567277658,6.6174468912423805,193.22101949156527,jute
90.0,50.0,44.0,27.028164334497124,73.51598593750056,6.1232943918263985,171.58502808716267,jute
91.0,38.0,36.0,26.685186593539793,76.90429218241542,7.324689787170336,157.71508805645462,jute
87.0,48.0,38.0,23.730702919396606,80.94936996787264,7.279672211127546,190.21891975815439,jute
72.0,41.0,36.0,26.41693957497621,86.75333523968213,5.91972473891961,152.9332325211428,jute
71.0,54.0,35.0,26.678177992886447,71.02613947236449,7.391859305308058,199.45715342228596,jute
82.0,46.0,41.0,23.27107578147761,79.85692693416183,6.580918737886605,187.30766688653526,jute
71.0,52.0,43.0,26.378509869522542,73.95337836051526,6.699503884902446,180.1003427374428,jute
80.0,43.0,43.0,23.904001848645002,74.42957199920845,6.099266173114821,172.6947971270124,jute
77.0,55.0,43.0,25.703477991183238,76.10193220795217,6.681161639776013,193.7553236083531,jute
95.0,57.0,41.0,23.401457137074377,73.70484836873047,6.6536961769912955,184.7125975981309,jute
63.0,47.0,35.0,27.146398880891706,88.99794818907418,7.459082908769193,193.9414742579468,jute
93.0,43.0,38.0,23.535799523488915,86.12068979819784,6.873442620718203,150.23184624608157,jute
87.0,44.0,43.0,23.82543062241246,86.61548221273061,6.612201168064052,177.43929438832367,jute
88.0,52.0,39.0,23.87767607895299,88.18633202148696,6.993742246263397,154.60827469488754,jute
90.0,39.0,37.0,24.922726591501924,81.57460793143103,6.737318708292865,190.83906669482496,jute
90.0,39.0,43.0,24.44549861819206,82.4172211619779,6.861341513310984,191.15360416479848,jute
84.0,38.0,43.0,26.588138468045173,73.70291481914609,7.290281986423246,159.44225886542876,jute
89.0,47.0,38.0,25.619204996410158,72.2177320182894,6.07332415922332,151.9014712220609,jute
60.0,37.0,39.0,26.6388808494853,82.88752650781144,6.215135144850864,161.36464408836468,jute
63.0,41.0,45.0,25.38224428822831,86.8937545612154,6.882818463074771,196.46065350467518,jute
86.0,40.0,39.0,25.70170057709118,88.24144065603838,6.19263128039134,175.90028864373676,jute
96.0,41.0,40.0,23.445107800563576,72.03329928136118,6.124126287888874,190.38993166921674,jute
100.0,35.0,36.0,25.410678013924237,71.8521136092281,6.390436221484105,190.74837647830287,jute
63.0,37.0,43.0,23.370573540592243,85.22151499965724,6.496203759877678,185.7378028928308,jute
70.0,43.0,40.0,24.32134527453207,88.88348200084867,6.284147380537376,169.13147478839628,jute
67.0,55.0,44.0,26.32260264300261,74.92483532963273,7.38315296348162,182.36802118021984,jute
74.0,40.0,40.0,24.967038595275262,83.20273646299934,6.327094686351106,169.10748730462018,jute
89.0,53.0,44.0,25.08042958951403,71.88948029087746,7.319199217480231,150.13553011310677,jute
74.0,46.0,45.0,25.577316451793376,88.43152786502324,5.929091742480815,189.33693751911082,jute
89.0,41.0,38.0,23.145917567680215,74.64804942596768,6.330114546752593,199.73094194680323,jute
60.0,55.0,40.0,24.898921929773355,89.00504912967946,6.964805684124101,151.59937398916753,jute
67.0,43.0,38.0,25.111610989548954,70.87776582989397,7.291582006950889,195.79575919321937,jute
70.0,38.0,35.0,24.506393840781158,79.37550067550397,7.12764220800563,164.30606849082307,jute
